Username,Tweet,Timestamp,Processed_Tweet,Dominant_Topic
@Lucky05897,4 tickets available for #ChampionsTrophy final #INDvsNZ . GA West Lower Selling  for MRP 500 AED each Dm me if interested #CT25 #ViratKohli #RohitSharma #HardikPandya  #India  #ShubmanGill #shreyasiyer #KLRahul #ChampionsTrophy2025 #IndiaVsNewZealand #NZvsIND #INDvNZ,2025-03-09T04:01:12.000Z,ticket available final west lower selling mrp 500 aed interested,3
@sarfarazturk786,"Monday ko call karna 

#INDvsNZ #ChampionsTrophyFinal #ChampionsTrophy2025 #IndianCricketTeam #ViratKohli",2025-03-09T05:47:22.000Z,monday call karna,4
@dreamcomparison,"Suryakumar Yadav on Virat Kohli

#viratkohli #suryakumaryadav #cricketlovers",2025-03-09T03:52:26.000Z,suryakumar yadav virat kohli,2
@Lucky05897,4 tickets available for #ChampionsTrophy final #INDvsNZ . GA West Lower Selling  for MRP 500 AED each Dm me if interested #CT25 #ViratKohli #RohitSharma #HardikPandya  #India  #ShubmanGill #shreyasiyer #KLRahul #ChampionsTrophy2025 #IndiaVsNewZealand #NZvsIND #INDvNZ.,2025-03-09T05:17:22.000Z,ticket available final west lower selling mrp 500 aed interested,3
@IndiaNewsUP_UK,"BREAKING: चैंपियंस ट्रॉफी का महा मुकाबला आज, लोगों में उत्साह का माहौल 
#INDvsNZ #indvsnzfinal #ICCChampionsTrophy #ChampionsTrophy2025 #RohitSharma #ViratKohli 
@BCCI
 @ICC
 @imVkohli
 @ImRo45
 #BreakingNews",2025-03-09T02:45:52.000Z,breaking चपयस टरफ मकबल उतसह महल,2
@otvnews,"Champions Trophy 2025: Major setback for team India as Virat Kohli suffers knee injury during practice session

#INDvsNZ #ViratKohli #ChampionsTrophy2025",2025-03-09T03:17:28.000Z,champion trophy 2025 major setback team india virat kohli suffers knee injury practice session,2
@AmitPolitical,"दुबई इंटरनेशनल क्रिकेट स्टेडियम में टीम इंडिया और न्यूजीलैंड के बीच आईसीसी चैंपियंस ट्रॉफी का फाइनल मुकाबला खेला जाएगा.

#ICC #TeamIndia #INDVsNZ #ChampionsTrophy2025 #ChampionsTrophy  #ShubmanGill #RohitSharma #ViratKohli #ShreyasIyer",2025-03-09T04:13:43.000Z,दबई इटरनशनल करकट सटडयम इडय नयजलड आईसस चपयस टरफ फइनल मकबल जएग,2
@Sachinsah100,https://youtu.be/-K5yBGcmXQE #ChampionsTrophy2025 #ChampionsTrophy #INDvsNZ #IndiaVsNewZealand #ViratKohli,2025-03-09T05:51:53.000Z,,-1
@cpc24x7,"The Endgame! 
One last final push 

Rohit Sharma, Virat Kohli & Co get the Glory back to India  

All the best Team India!! 
Lehra do Tiranga 

   | Like Share Repost
#INDvNZ | #ChampionsTrophy2025",2025-03-09T04:25:59.000Z,endgame one last final push rohit sharma virat kohli get glory back india best team india lehra tiranga like share repost,0
@IAVlogger,VIRAT KOHLI THUG LIFE | SAVAGE MOMENTS OF VIRAT KOHLI | ULTIMATE THUG LIFE MOMENTS | #viratkohli:,2025-03-09T06:00:11.000Z,virat kohli thug life savage moment virat kohli ultimate thug life moment,0
@timesofindia,"#Mumbai | ""#ViratKohli and #ShubhmanGill will score...India should bat first...,"" says a young supporter of the Indian team ahead of the final match between India and New Zealand today in #Dubai 

#ChampionsTrophy2025 #ChampionsTrophy #ChampionsTrophyFinal #INDvsNZ",2025-03-09T02:50:00.000Z,scoreindia bat first say young supporter indian team ahead final match india new zealand today,1
@Super6938454321,"22 runs

#ViratKohli #INDvsNZ #DoeCinema
@doecinema",2025-03-09T06:10:49.000Z,run,4
@DhirajKumar2601," Revision Notes Analysis of 
#ChampionsTrophy2025 #ChampionsTrophy #ChampionsTrophyFinal #INDvsNZ #NZvsIND #INDvsNZFinal #RohitSharma #ViratKohli #Shami #RachinRavindra
 #rezulto #dkb #rezultoquiz611 
Telegram Link:http://t.me/rezulto611
- http://t.me/rezultoquiz611",2025-03-09T05:07:25.000Z,revision note analysis telegram link,0
@arshnoor_here," The big FINAL is here!  Rohit Sharma leads, Virat Kohli shines, and every player gives their best!  Ready for the ultimate clash vs NZ?  Let’s cheer for India!  
 #INDvsNZ #ViratKohli #RohitSharma",2025-03-09T02:38:43.000Z,big final rohit sharma lead virat kohli shine every player give best ready ultimate clash let cheer india,0
@ViratGang,"Champ 
@imVkohli
 and Team India have one FINAL hurdle to overcome. 

#ViratKohli • #ChampionsTrophy2025 • #ViratGang",2025-03-09T03:21:10.000Z,champ team india one final hurdle overcome,0
@Anupama88522904,"May Maa Saraswati reside on his. tongue.#INDvsNZ #ChampionsTrophyFinal 
#RohitSharma #ViratKohli",2025-03-09T03:47:52.000Z,may maa saraswati reside tongue,1
@DineshD7737,"भारतीय टीम के कप्तान रोहित शर्मा और
भारतीय टीम को फाइनल मैच के लिए शुभकामनाएं 

#ChampionsTrophyFinal #INDvsNZ
#RohitSharma #ViratKohli 
#TeamIndia #ChampionsTrophy2025
#HardikPandya",2025-03-09T05:06:12.000Z,भरतय कपतन रहत शरम भरतय फइनल शभकमनए,4
@mr_gurjar_uday_,"माननीय मुख्यमंत्री योगी आदित्यनाथ जी आयें हिंदू शेर संभल के सिंघम सर्किल ऑफ़िसर अनुज चौधरी के सपोर्ट में।
जय श्री राम  
#IStandWithAnujChaudhary
#HappyHoli 
#Holi2025 
#YogiAdityanath 
#INDvsNZ 
#indvsnzfinal 
#IndVsNewZealand ",2025-03-09T03:08:57.000Z,मननय मखयमतर आदतयनथ सभल सघम सरकल ऑफसर अनज चधर सपरट,4
@Meena_1964,"1) 0
2) 13
3) 275
#IndvsNz #CricketContest #GiveawayAlert #ChampionsTrophy2025final #ViratKohli #RohitSharma
@Mahendr62730812
 
@nikitha251095",2025-03-09T02:44:57.000Z,275,3
@TollywoodRulz,"BREAKING NEWS 

#ViratKohli Suffers Injury During Practice Ahead Of Champions Trophy Final: Report

According to a report by Geo News, Kohli was struck near his knee while facing a pacer in the nets. 
The 36-year-old was immediately attended to by the Indian cricket",2025-03-09T03:16:46.000Z,breaking news suffers injury practice ahead champion trophy final report according report geo news kohli struck near knee facing pacer net 36yearold immediately attended indian cricket,2
@cricketeditsipl,"जो भी आज के मैच में विराट #ViratKohli𓃵 का सही स्कोर बताएंगे उनको 500 rs paytm और 3 दिन तक उनकी  mention की जाएगी 
Virat  Rohit 
#viratkohli #philips #viral #instgram #explorepage #viratkohli #indvsnz
#trending  #viral 
#Cricket #Virat #Rohit
@CricCrazyJohns
 @Dakshrj02",2025-03-09T03:30:48.000Z,वरट सकर बतएग उनक 500 paytm उनक mention जएग virat rohit,3
@Binit2802,"PLEASE GOD!

IT SHOULDN'T BE THE LAST DANCE OF KING KOHLI!

#ViratKohli #KingKohli #Cricket #Indian",2025-03-09T04:49:59.000Z,please god shouldnt last dance king kohli,2
